,product,reviewid,thumbsup,thumbsdown,shortreview,longreview,pros,cons,link
368,Used 2018 Honda Civic,JQuest,1,0,"""Inexpensive, quality Transportation""","I have the base LX Sedan with 6 speed manual and zero options.  Drives excellent, has the right amount of power, gets >30mpg, and handles well.  Has every feature I really need.  Two things I knock is on:  Intermittent wipers have only one setting, so you can't find the perfect delay:  secondly, it has an auto lock feature if you are outside the car with key in hand. This doesn't work consistently (locks when you don't want it too, doesn't lock when you want it to) and cannot be shut off on the base model (manual seems to indicate it can be shut off with higher level trims).  I've had no issues with it in two+ years of ownership.css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}","Value, fuel economy, comfort",Intetmittant Wipers. Door Auto Lock,https://www.kbb.com//honda/civic/2018/consumer-reviews/
369,Used 2018 Honda Civic,NA,NA,NA,NA,NA,"Value, fuel economy, comfort",Intetmittant Wipers. Door Auto Lock,https://www.kbb.com//honda/civic/2018/consumer-reviews/
370,Used 2018 Honda Civic,Rafa,2,4,"""I am a Service Advisor for Honda""",,NA,NA,https://www.kbb.com//honda/civic/2018/consumer-reviews/
371,Used 2018 Honda Civic,Jona,1,1,"""Cheap realible""",I've bought my Civic in june 2016 and it is fun to drive economical safe and full of tech and powerful but since my ownership ive had so brake issues and electronics issue at 2 years of ownership I had to change my brakes it to early to change brake I wish that Honda extends the warranty beacause the competition does better for warranty and powertrain and Honda can you give an infotainment  system upgrade for your 2016 Honda's and older please beacause its starting to be outdated to but overall the civic is a great car and I recommend it to everybodyRead less,A lot of features than the competition,Electronics and brake problem on early civics,https://www.kbb.com//honda/civic/2018/consumer-reviews/
372,Used 2018 Honda Civic,NA,NA,NA,NA,NA,A lot of features than the competition,Electronics and brake problem on early civics,https://www.kbb.com//honda/civic/2018/consumer-reviews/
373,Used 2018 Honda Civic,pikachuray,1,1,"""Love my Honda- super fast""","I absolutely love my honda. My mom got it for me as a trade in for the 2017 CR-V as we no longer needed a big vehicle. I fell in love with the civic and was originally expecting to get an LX base model which is what we had on the CRV. But mom wanted me to have honda sensing. I now have the EX model which also has the sport feature in it. It's a really fun car to drive and I havent had any problems with it. It drives like a dream and everything works. Occasionally though my apple carplay doesnt line up properly with the calls and my GPS on waze or google maps, but that is only when i have really bad reception in my area. Overall though...it's an awesome car! Highly recommend for first time drivers or teenagers as well as this car is very safe. The automatic breaking feature is a must for people who experience bad drivers that pull out in front of you. ;)Read less",fun to drive,some connection problems with apple carplay,https://www.kbb.com//honda/civic/2018/consumer-reviews/
374,Used 2018 Honda Civic,NA,NA,NA,NA,NA,fun to drive,some connection problems with apple carplay,https://www.kbb.com//honda/civic/2018/consumer-reviews/
375,Used 2018 Honda Civic,Nique,0,0,"""Quality""",Honda quality built. Very stylish design. Fun to drive with the Turbocharged engine. Extremely smooth drive even when pushing the limits. Touring model has all the latest technology. Plenty of extra space with the Hatchback design. I love it!!!!!,Stylish design,No lumbar support in the driver seat.,https://www.kbb.com//honda/civic/2018/consumer-reviews/
376,Used 2018 Honda Civic,NA,NA,NA,NA,NA,Stylish design,No lumbar support in the driver seat.,https://www.kbb.com//honda/civic/2018/consumer-reviews/
377,Used 2018 Honda Civic,AE,0,2,"""Very comfortable.""",The car is really nice and has good feautures.,Fun to drive,Slow,https://www.kbb.com//honda/civic/2018/consumer-reviews/
378,Used 2018 Honda Civic,NA,NA,NA,NA,NA,Fun to drive,Slow,https://www.kbb.com//honda/civic/2018/consumer-reviews/
379,Used 2018 Honda Civic,Cuban pimp,2,2,"""really fast and has what you need for the price/""",just what i needed,fast reliable and well desing,seat belt,https://www.kbb.com//honda/civic/2018/consumer-reviews/
380,Used 2018 Honda Civic,NA,NA,NA,NA,NA,fast reliable and well desing,seat belt,https://www.kbb.com//honda/civic/2018/consumer-reviews/
381,Used 2018 Honda Civic,NoWorries,0,3,"""I love this car!""","My whole life I've been buying cars and this one blows me away, I got the Sport Touring, its loaded with everything you need and more! Fun to drive great stereo, and its got zip! absolutely love it.",Loaded with extras!,"No volume knob, but I can live with it.",https://www.kbb.com//honda/civic/2018/consumer-reviews/
382,Used 2018 Honda Civic,NA,NA,NA,NA,NA,Loaded with extras!,"No volume knob, but I can live with it.",https://www.kbb.com//honda/civic/2018/consumer-reviews/
383,Used 2018 Honda Civic,Francolozy,1,0,"""Awesome city car""",,NA,NA,https://www.kbb.com//honda/civic/2018/consumer-reviews/
384,Used 2018 Honda Civic,Gisela,1,0,"""Great Honda""",,NA,NA,https://www.kbb.com//honda/civic/2018/consumer-reviews/
385,Used 2018 Honda Civic,Sydney,3,0,"""Hot with a skirt and powerful underneath...""","Perfections are almost possible with my Honda Civic.  I wish the acceleration was a bit faster on the jump to get me ahead at stop signs, lights, and highway ramp exits, but I am sure they have changed that in more recent years by now.  I love the space, stability, the superb handling for swerving out of danger and great with blue make up.  She's a real brick house!  As she reaches her peak speeds, she can't be messed with as she owns hwy driving for the best performance if you commute often.  She has power, ump and kick!  Her technology is not confusing if you listen to the salesman or let him walk you through the set up.  I like this car as I have tested the rest and non compares to the civics comfort.  Except the seats are a bit awkward, but designed to keep you safe in a head or side impact collision like it did for me.  My body hardly moved as those seats kept me intact with the full air bags that went off.  PS. I also couldn't see after the airbags went off to steer the car so I had to use my imagination.  God looked after me.  Not a scratch.  Try Jesus and He will take care of you too.  He may have done so already.Read less","peak speed, design, safety, style, mileage, handle","airbags fully block your view, acceleration",https://www.kbb.com//honda/civic/2018/consumer-reviews/
386,Used 2018 Honda Civic,NA,NA,NA,NA,NA,"peak speed, design, safety, style, mileage, handle","airbags fully block your view, acceleration",https://www.kbb.com//honda/civic/2018/consumer-reviews/
387,Used 2018 Honda Civic,RedSiRich,10,0,"""Amazing Car for the Price!""","Great car for transportation or fun.  Like all Honda's, it is small on the outside and big on the inside.  Amazing performance given the very high gas mileage I have achieved (right around 43 mpg on the highway at 70 mph).  Style that gets stares and brings remarks.  The side-view video took a while to get used to but now it is vital for checking your blind spot.  No problems whatsoever at 20,000 miles.  I am still loving it!","Great handling, mileage, power",Center screen takes a while to get used to.,https://www.kbb.com//honda/civic/2018/consumer-reviews/
388,Used 2018 Honda Civic,NA,NA,NA,NA,NA,"Great handling, mileage, power",Center screen takes a while to get used to.,https://www.kbb.com//honda/civic/2018/consumer-reviews/
389,Used 2018 Honda Civic,Mallomelt,14,3,"""Jury is still out""",Don't feel this car is trustworthy on long trips. After just 25 miles had very loud scraping noise like I was dragging my muffler. Dealer looked at it and fixed it but was not told what the problem was. After just 1200 miles A/C went out. Had to have compressor replaced. Had a very loud banging noise in back like someone was hitting side of car with a baseball bat. Dealer service tech discovered two plastic clips were not installed in trunk during manufacture (made in Canada). What these clips were for I have no idea but noise hasn't reoccurred (yet). Received notice from Honda about possible problem with turbo-charged engine which will cause engine check light to come on and could be a problem with the engine which would require yet another trip to the service dept.Read less,"Rides nice, quiet.","Not trustworthy, a bit hard to get in and out of",https://www.kbb.com//honda/civic/2018/consumer-reviews/
390,Used 2018 Honda Civic,NA,NA,NA,NA,NA,"Rides nice, quiet.","Not trustworthy, a bit hard to get in and out of",https://www.kbb.com//honda/civic/2018/consumer-reviews/
391,Used 2018 Honda Civic,Dabucks,2,3,"""Feels like a racer""",Best honda I have ever driven.  Smooth and superb control.,"Control, speed, acceleration, body kit, premium ri",Lacks overall hp after initial 4 to 5 seconds.,https://www.kbb.com//honda/civic/2018/consumer-reviews/
392,Used 2018 Honda Civic,NA,NA,NA,NA,NA,"Control, speed, acceleration, body kit, premium ri",Lacks overall hp after initial 4 to 5 seconds.,https://www.kbb.com//honda/civic/2018/consumer-reviews/
393,Used 2017 Audi A3,nashvilleitalian,13,0,"""Detailed review of 2019 A3 Quattro AWD""","So I’ve had my 2019 Audi A3 Quattro AWD for a few weeks now. Here are the things I love, and things I wish I could change. 

Things I love:
-Acceleration/speed/driving experience 
-Premium sound system (best feature of the car)
-WiFi built in plus wireless charging 
-The virtual cockpit (amazing when displaying Google Maps)

Here is what I am not so thrilled about:
-Cabin space - tiny glovebox, tiny trunk, center console is used up by the wireless charger - SPACE IS LIMITED
-Placement of cupholders - my large Yeti mug is too tall so I have to hold it while driving. Not very safe.. they should have put more thought into this design 
-Biggest pet peeve? I have a $47,000 car with every high end tech option as other model Audi’s (same virtual cock pit, same MyAudi / Audi Connect) yet Audi Corporate Office has refused to unlock “key user” functionality for the 2019 A3 model year!

What does this mean?
-I have a $47,000 vehicle with the same technology as the A4,A5 etc, yet they can use a mobile app to unlock doors, check gas levels, and track their vehicle in the event of theft, yet my A3 has the tech, but a decision by Audi “locks” loyal A3 customers from using very basic remote features due to them not having $50-150,000 MSRP model vehicles. 

Why the hate for the A3 customer community, Audi? 

Guess what I can do with the “MyAudi” app? I can view photos of my vehicle (wow), look at the original equipment installed (double wow) and set service appointments (triple wow). USELESS! 

The funny thing is, I would gladly pay a monthly fee to have a mobile app that actually linked to my vehicle as a key user. 

Maybe Audi will have a heart and push a firmware update that will allow 2019 customers to actually use the 2019 technology they paid a hefty price for to have in their A3’s? Time will tell...

Overall though, it’s not all sour grapes. The A3 Quattro is a beast of a machine and if Audi unlocked basic features for remote monitoring, I would be much happier and less bitter about my $47,000 purchase (when you add local taxes, destination delivery and dealer fees and maintenance / extended warranty, it’s actually a $55,000 purchase - just for the record).css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}","Speed, handling, overall driving experience",Remote app control/monitoring disabled in A3s!,https://www.kbb.com//audi/a3/2017/consumer-reviews/
394,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Speed, handling, overall driving experience",Remote app control/monitoring disabled in A3s!,https://www.kbb.com//audi/a3/2017/consumer-reviews/
395,Used 2017 Audi A3,rick,3,5,"""Hate stop start feature.  CD in globe compartment""",Hate stop start feature.  CD in globe compartment can t reach driving. Cheap tires already replaced  no leg room  jerks.  Wouldn't ever own another!,Hate stop start feature. CD in globe compartment,,https://www.kbb.com//audi/a3/2017/consumer-reviews/
396,Used 2017 Audi A3,NA,NA,NA,NA,NA,Hate stop start feature. CD in globe compartment,,https://www.kbb.com//audi/a3/2017/consumer-reviews/
397,Used 2017 Audi A3,lexieeeee,8,2,"""Most practical car I've ever owned!""","This was my first purchase out of college in 2015, I had a 4 wheel drive Jeep with a huge engine and was looking for something more eco friendly for my beginner's wallet.  I was looking at ""affordable"" cars and stumbled upon this beauty.  It had been owned for 6 months (purchased new) as a fleet vehicle for a company that went under and had 15k miles on it, absolute mint condition basically brand new, but I got a deal because it was sitting at a Honda dealership.   

Firstly, I want to say, I have the ""bottom of the line"" model.  The smallest engine, no upgrades, just the base model...and WOW it still has all the upgrades of most premium domestic cars.  Leather seats, really cool dash set up, power seats, sun roof, etc.  It's a beautiful sleek car inside and out, and still has great pickup and control.

I've owned this car for 4 years now, in a rural area and now a big city.  The practicality of this car has only grown with me.  It's a cute sporty car for young professional, but would also make a practical family car when the time comes.  It's great in a big city, small enough to parallel park anywhere, handles the Boston snow with ease, and stops on a dime in traffic.  Backseat is small, but large enough my 6'4"" dad can fit. I also LOVE that I get anywhere from 35-45 MPG.  On average I'm getting 430 miles on my 11~ gallon tank!

The ONLY downside was going from a domestic car to a German.  General maintenance can be a little pricey, you need a key to open oil pan (can't change yourself), and it takes extra oil during a change, but you can also go twice as long between oil changes per the maintenance guidelines. However, I will say, I have had ZERO issues with the car outside of scheduled maintenance.  I had one recall (I never had an issue but my VIN was on the list) for the fuel sensor, took it to my local Audi and it was switched over in about 20 minutes. 

Overall a solid affordable car!Read less","Fun to Drive, Great MPG, Practical, Sport Shift",Maintenance Costs,https://www.kbb.com//audi/a3/2017/consumer-reviews/
398,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Fun to Drive, Great MPG, Practical, Sport Shift",Maintenance Costs,https://www.kbb.com//audi/a3/2017/consumer-reviews/
399,Used 2017 Audi A3,juju,2,0,"""amazing""","Once you get into a German car you will always have one, the performance and styling of Audi has always been the best in my opinion. For 180HP geared to a dual clutch automatic DSG transmission you will feel like you are driving a luxury go kart with fancy wheels.","fast, comfortable, stylish, fun to drive",the payment,https://www.kbb.com//audi/a3/2017/consumer-reviews/
400,Used 2017 Audi A3,NA,NA,NA,NA,NA,"fast, comfortable, stylish, fun to drive",the payment,https://www.kbb.com//audi/a3/2017/consumer-reviews/
401,Used 2017 Audi A3,5H4RK,1,0,"""Doing what it's supposed to do""","Bought this car used with 15K mikes and have owned it for about 6 months.  Main goal was to reduce the amount of #x27;s I was spending on fuel.

I went from a full size SUV (Escalade) to a tiny A3 - a bit of a shocker initially but I'm past that.

My daily commute is about 50 miles round trip some on freeways and parts in heavy traffic.  I'm averaging just above 45 mpg which is pretty good compared to the EPA estimates (and my Escalade at 14mpg).

Car is quite luxurious and well bolted together.  I'd far rather have the A3 than a similarly frugal Golf or Jetta even if it would be a little cheaper.Read less","MPG, interior and general quality",No standard reversing camera,https://www.kbb.com//audi/a3/2017/consumer-reviews/
402,Used 2017 Audi A3,NA,NA,NA,NA,NA,"MPG, interior and general quality",No standard reversing camera,https://www.kbb.com//audi/a3/2017/consumer-reviews/
403,Used 2017 Audi A3,Brownson458,0,0,"""Quick, sleek, comfortable, efficient.""","What's not to like? This car get's 30mpg in town if you drive right. Amazing efficiency.  The car looks very sexy, as Audi's are known for. Power is right there when you need it, falls off slightly up top. Get it tuned and this car feels like it should have came from the factory. 

Bang and Olfsun sound system is incredible! Couldn't believe it's a factory system.

A recall was issued for quick disconnect fuel lines in the engine bay that may cause a fire. My VIN checked out okay.  Check this out before buying if possible :)

Comfortable up front, cramped in back. It's Audi's smallest sedan. 

Look into OBD-Eleven, you can tweak the all-wheel drive system, braking system, vehicle dynamics, DRLs, add features to digital cluster, etc.Read less","Small, efficient, sporty, good looks, tech loaded","Cramped back seat, jerky transmission when <32f",https://www.kbb.com//audi/a3/2017/consumer-reviews/
404,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Small, efficient, sporty, good looks, tech loaded","Cramped back seat, jerky transmission when <32f",https://www.kbb.com//audi/a3/2017/consumer-reviews/
405,Used 2017 Audi A3,No Thanks Audi,9,8,"""2018 package pricing is a huge let down!""","I love the S3.  I test drove a few a couple of years ago and almost got one, but I decided to stick with BMW and got my 340i Msport instead.  However, since having the 340i I keep remembering how much I loved the S3.  So, I decided that in 3 years I would get an S3 and do a loan purchase.

So, the 2018 S3 specs and pricing came out and I was excited to build what I want and check the pricing.  I dont get a lot of options in my cars as I dont think most options in Euro, especially German cars, are worth the huge cost.  My wants are a nice auto trans, power leather seats, and a great audio system.

I go to Audis website and try to configure the S3.  I quickly discover that that excellent B&O audio that was about a 950 stand alone option is NO LONGER available as a stand-alone option.  Now, Audi wants me to pay 3,200 more for their technology package, thats full of options I DO NOT need nor want, like navigation and virtual cockpit.  

This of course increases the once reasonable price of a nicely equipped S3 tremendously.  And, the base price has gone up a good amount.  When I priced a 2017 S3 with premium metallic paint and B&O audio the MSRP was
45,375.  For 2018 MSRP is 47,825 because I have to get the tech pkg if I want the B&O audio.

The S3 used to be a great small performance sedan for a decent price.  Now, its a great small performance sedan that costs nearly 50K.  Audi will lose sales with this poorly setup options packaging and increased base price.

I can get a BMW M240i for nearly the same money and it will have a much better resale value when Im ready to sell or trade in 3 to 5 years.

No thanks Audi.Read less",Fun to drive,Too expensive for a small performance sedan,https://www.kbb.com//audi/a3/2017/consumer-reviews/
406,Used 2017 Audi A3,NA,NA,NA,NA,NA,Fun to drive,Too expensive for a small performance sedan,https://www.kbb.com//audi/a3/2017/consumer-reviews/
407,Used 2017 Audi A3,Happy driver,0,0,"""Beautiful compact sedan""","Recently purchased a 2017 Audi A3 sedan. I was very impressed with quality finish inside and out. Test drove BMW3, fell in love with Audi A3. Much nicer, softer ride, better acceleration and definitely better finish inside the cabin. Leather, heated seats, Apple CarPlay, Power moon roof, fully loaded. Basic BMW3 offers leatherette(vinyl) seats, No navigation or Apple CarPlay, unless you spend another 3000, which propels the price to well over 40K.","Nice, sporty ride, Excellent power, fully equipped",Seats could be little bit softer,https://www.kbb.com//audi/a3/2017/consumer-reviews/
408,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Nice, sporty ride, Excellent power, fully equipped",Seats could be little bit softer,https://www.kbb.com//audi/a3/2017/consumer-reviews/
409,Used 2017 Audi A3,Steven,9,2,"""Really enjoying my new 2017 Audi A3 2.0T Quattro""","Just purchased a CPO 2017 Audi A3 2.0T Quattro and I am very impressed.  The ride and handling are excellent and the engine is smooth and responsive.  The duel clutch is very precise and when you floor the car it jets off with a very smooth sound and feel.  The leather steering wheel and leather seats feel so good and the sunroof is also really cool.  The infotainment system is complicated, but works well once you master it.  The standard sound system sounds great.  Overall I am very impressed and I love driving it and I love looking back at it after I park it.  It is a beautiful car inside and out.Read less","Ride, Styling, Acceleration, Seats/Steering Wheel",Auto Start Stop needs to be turned off daily,https://www.kbb.com//audi/a3/2017/consumer-reviews/
410,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Ride, Styling, Acceleration, Seats/Steering Wheel",Auto Start Stop needs to be turned off daily,https://www.kbb.com//audi/a3/2017/consumer-reviews/
411,Used 2017 Audi A3,Para5,9,6,"""Fantastic Entry Level Audi""","Leasing a 2015 A3.  Performance/handling are excellent.  Tight, responsive steering and the car can move due to its light size.  Only real complaints relate to its very tight back seat and trunk quarters as well as its noise levels.  It really isn't a comfortable car for 4 adults to ride in.  Fine for kids in the back seat but trunk is too small to fit a family's belongings.  As for noise, its a slightly noisy car than one may anticipate.  Test drive on a highway going 75 or so and you'll notice.    Otherwise, fantastic little beast - go get it!Read less","Enjoyable to drive, tight steering, moves","Tight backseat/trunk, noisy interior",https://www.kbb.com//audi/a3/2017/consumer-reviews/
412,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Enjoyable to drive, tight steering, moves","Tight backseat/trunk, noisy interior",https://www.kbb.com//audi/a3/2017/consumer-reviews/
413,Used 2017 Audi A3,ssgmike,6,4,"""drives like a sports car""","I'm in my last 8 months of leasing the 2015 A3. I love the car's handling, looks, sports car like drive, very good pickup from start, love the pop up LCD screen for radio and GPS which works 90% of the time. 
Only real 2 issues that I have for a car costing in the 30's to have a manual passenger seat and NO rear camera. As much as I love the A3 not sure what I will do at the end of my lease this coming June 2017. Down payments seem to be going up and up",great to drive,no rear camera and manual passenger seat on 2015 -,https://www.kbb.com//audi/a3/2017/consumer-reviews/
414,Used 2017 Audi A3,NA,NA,NA,NA,NA,great to drive,no rear camera and manual passenger seat on 2015 -,https://www.kbb.com//audi/a3/2017/consumer-reviews/
415,Used 2017 Audi A3,Jgolden,13,5,"""Solid Feel, Comfortable, Elegant, Confident""","I've had my A3 2.0T Quattro sedan for 7 months and 15000 miles.  First off, the car is regularly complimented as ""beautiful"".  I am drawn to the classic Audi design. The exterior is smooth, flowing, and gorgeous (there are no tacky fake vents, strange angles, deep creases or other fad-inspired styling gimmicks) and this makes it easy to wash the car by hand!  The interior design is pure calm, with thoughtful matte finishes, real aluminum accents, and controls which feel great to the touch.  All latches and mechanisms feel and sound sturdy.  I find the front seats very comfortable (no aches, no squirming around) even on extended highway trips such as travelling from Texas to Florida.   The overall performance is satisfying, as the 2.0 turbo and all wheel drive make for a confident driving experience.  Tire pressures are supposed to be set at 41 PSI on my model, but 35 PSI provides a greatly improved ride & handling experience.  Around town, with stop and go driving, you may notice the DSG transmission has a slight shudder when letting off the brake pedal...to roll forward... but it is normal and can be completely ignored after a few drives.  Rear seating is decent, but not a priority for the A3 buyer, though rear seat passengers do get their own AC and heater vents... a very nice touch.  This is NOT a big car, and it is not designed to haul growing families and bulky cargo, but I've used it to haul tons of beach gear, dogs, bark mulch, shovels, concrete landscaping pavers, you name it.  A car is still a tool, after all!   As a final point,  my dealer experiences have been superb, with super modern and clean facilities, car wash service, and great staff.Read less","Traction, handling, elegant design, interior feel",Interior storage cubbies are too small,https://www.kbb.com//audi/a3/2017/consumer-reviews/
416,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Traction, handling, elegant design, interior feel",Interior storage cubbies are too small,https://www.kbb.com//audi/a3/2017/consumer-reviews/
417,Used 2017 Audi A3,Johnboyh55,24,16,"""Great for the Price!""",,NA,NA,https://www.kbb.com//audi/a3/2017/consumer-reviews/
418,Used 2017 Audi A3,Vigo,12,8,"""Great little car!!""","Test drove a 2015 A4 and liked it.
Saw this in dealer lot and was curious so I took it for a spin.
Surprised by the amount of interior room. Very much an AUDI.
A4 had more doo das and a bit more power, but for the money the A3 was my pick. Excellent driving dynamics. Has an ""eagerness"" to it; like a puppy tugging on a leash. Some road noise makes in into the cabin, but is tolerable.
All in all, very happy with this purchase.","well built,sunroof, xenon headlights, automatic AC","road noise, no back up camera, expensive options",https://www.kbb.com//audi/a3/2017/consumer-reviews/
419,Used 2017 Audi A3,NA,NA,NA,NA,NA,"well built,sunroof, xenon headlights, automatic AC","road noise, no back up camera, expensive options",https://www.kbb.com//audi/a3/2017/consumer-reviews/
420,Used 2017 Audi A3,New TDI Fan,6,7,"""Decent Car with Awesome Gas Milage""","I traded in my 2008 BMW 328I knowing that I would be trading horsepower for gas mileage. I was thinking that I didn't want to spend $50 a week on gas. Little did I know I gave up much when I bought the Audi. Gas mileage is phenomenal, at 50+ MPG from Los Angeles to Phoenix. The interior is magnificent! From the brown leather, to the dash, and the MMI.
My only problem with it is the horsepower, or lack of thereof. Nevertheless it delivers the gas mileage I was looking for, and would recommend it to a friend who was looking for fuel economy vice raw power.Read less","Gas Mileage, technology, Great interior",No real horsepower,https://www.kbb.com//audi/a3/2017/consumer-reviews/
421,Used 2017 Audi A3,NA,NA,NA,NA,NA,"Gas Mileage, technology, Great interior",No real horsepower,https://www.kbb.com//audi/a3/2017/consumer-reviews/
422,Used 2018 Toyota Camry,Jiffy,1,0,"""My favorite car ever""","In almost 40 years of driving, this is my favorite vehicle that I have ever owned. Has plenty of pep and handles great. I tend to dive fast and still get great gas mileage.",Everything,Nothing,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
423,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Everything,Nothing,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
424,Used 2018 Toyota Camry,CamBIRD,1,0,"""Exceptional ride, great gas mileage, dependable.""","This 2018 Camry SE is awesome.  It is sporty, fun to drive and comfortable.",Quiet and comfy ride.,No fog lights.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
425,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Quiet and comfy ride.,No fog lights.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
426,Used 2018 Toyota Camry,Joyce,1,7,"""Toyota vehicles are ridiculously too expensive""",The vehicle is way too expensive. Should be priced around $16-20k,Nice look,Too darn EXPENSIVE,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
427,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Nice look,Too darn EXPENSIVE,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
428,Used 2018 Toyota Camry,hybrid,0,1,"""not impressed""",While the outside is appealing to the eye the inside is cheaply constructed. The doors sound hollow when shutting. On the inside there isn't any space for stuff. Now I'm stranded after 2 month into a brand new 2020. I was unable to start the car. The lights started flickering and making a clicking sound. It was like it short circuited. I had a bit of a problem with road side assistance that comes with the warranty. They did get it started. The vehicle now says check engine and take to dealer. Not happy!,44 mpg,better cars out there for the mpg,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
429,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,44 mpg,better cars out there for the mpg,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
430,Used 2018 Toyota Camry,carefreed,3,0,"""Lets Go Places""",Best car I've owned. It's got a lot of power while keeping excellent fuel economy. Love that I was able to get Apple CarPlay installed for free from the dealership. Can't wait to get this thing paid off so it'll be all mine! Also excited to put the Toyota reliability to the test.,"Quick, stylish (love the rear end), reliable","Minor cabin rattles, no heated seats",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
431,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Quick, stylish (love the rear end), reliable","Minor cabin rattles, no heated seats",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
432,Used 2018 Toyota Camry,Ike,2,1,"""Car wouldn’t start""","I had this car for 2 weeks now... I didn’t drive for 2 days and when I went to start car, it was completely dead... called roadside, tech said batteries were fully charged, was touching things in engine bay then car just lit upand started, taking in for service tomorrow","Gas mileage, power, looks, comfort",Audio system,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
433,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Gas mileage, power, looks, comfort",Audio system,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
434,Used 2018 Toyota Camry,Jen,3,6,"""worse vehicle ever!!""",,NA,NA,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
435,Used 2018 Toyota Camry,Barry,4,2,"""2020 Camry LE not starting after left for a couple""",This has happened twice in 3 months. After a two or three day non-use the car will not start. Have to jumper and drive a little and it starts the next day but I do not drive it every day. Especially with the virus lockdown. Anyone else have this problem?,lLike the hybrid concept,Read my comment above.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
436,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,lLike the hybrid concept,Read my comment above.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
437,Used 2018 Toyota Camry,Mr. Doesn’t Matter,1,0,"""IDKW ppl hate so much...""","Now, I’ve only had my Cam for 2 months but I drive it everyday. Gonna be honest, I don’t 100% care for the media system. It gets a little buggy with my cell.  But other than that it’s all good. My only real complaint is.....the XSE model makes me soooooo freakin envious.Get the X with the V6.....learn from my mistakes....lol. Oh, the Altima is nice but feels cheap & light weight. The Accord is probably the all around best of the 3 tho. Honestly","Looks, drive, gas mileage, trims,",Compared price to competitors,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
438,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Looks, drive, gas mileage, trims,",Compared price to competitors,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
